time,iv_30
2020-12-04,34.5319
2020-10-29,50.7811
2020-10-15,49.0049
2020-10-01,45.6103
2020-07-31,31.9283
2020-09-08,48.7490
2020-09-21,40.9444
2020-09-09,43.8500
2020-07-24,43.0489
2020-07-30,41.9060
2020-10-14,47.5009
2020-10-28,54.5390
2020-12-11,35.7091
2020-02-14,22.9377
2020-02-28,41.7461
2020-05-21,35.1001
2020-02-25,35.6931
2020-02-19,23.1585
2020-05-04,34.9971
2020-12-08,34.3289
2020-10-19,50.1695
2020-07-29,41.1193
2020-09-04,52.1562
2020-09-10,43.2193
2020-07-15,50.1601
2020-07-01,43.1633
2020-07-14,50.8624
2020-09-11,40.8256
2020-07-28,42.5094
2020-10-30,46.4525
2020-12-09,36.4384
2020-12-21,34.2558
2020-05-05,33.3038
2020-02-18,23.6422
2020-05-11,29.2038
2020-02-24,31.9748
2020-02-26,34.5222
2020-05-07,31.3862
2020-05-13,35.1404
2020-12-23,34.1546
2020-10-26,51.1726
2020-07-02,44.2348
2020-07-16,50.3411
2020-07-17,46.7115
2020-10-27,49.6519
2020-12-22,33.9826
2020-05-12,30.5073
2020-05-06,33.7979
2020-02-27,42.3254
2020-10-23,49.2706
2020-07-07,46.8799
2020-07-13,52.2725
2020-09-16,41.8160
2020-09-02,50.4538
2020-09-03,54.0503
2021-01-04,42.9416
2020-09-17,42.8569
2020-07-06,45.4074
2020-10-22,47.7006
2020-05-15,31.6530
2020-05-01,35.6266
2020-05-29,34.8141
2020-02-20,24.8822
2020-12-31,39.3874
2020-10-08,47.7985
2020-10-20,48.9307
2020-07-10,47.0286
2020-09-29,44.4468
2020-09-01,46.5372
2020-09-15,40.7219
2020-09-14,40.7184
2020-09-28,44.1880
2020-10-21,47.9071
2020-10-09,46.4515
2020-12-24,0.0000
2020-12-30,39.7720
2020-12-18,33.0319
2020-05-28,35.7109
2020-02-21,27.5300
2020-05-14,34.5316
2020-11-06,34.1206
2020-11-12,36.8094
2020-06-22,35.3775
2020-01-17,29.7700
2020-01-03,33.6155
2020-08-27,48.5312
2020-04-27,45.5410
2020-03-12,72.3820
2020-03-06,46.6061
2020-03-13,53.7013
2020-01-02,31.7632
2020-08-26,50.0288
2020-01-16,0.0000
2020-06-23,35.6591
2020-11-13,34.6560
2020-11-11,35.7065
2020-11-05,36.3938
2020-08-18,33.9446
2020-01-28,30.8915
2020-08-24,37.1497
2020-06-09,33.2951
2020-01-14,31.0773
2020-04-30,32.2145
2020-04-24,46.9811
2020-03-05,44.2412
2020-03-11,53.6477
2020-03-10,46.7930
2020-03-04,31.8836
2020-01-15,30.6764
2020-08-31,45.6852
2020-06-08,31.6927
2020-08-25,38.1164
2020-01-29,30.2626
2020-08-19,34.2488
2020-11-04,38.9724
2020-11-10,38.7334
2020-08-21,34.5216
2020-06-18,34.8215
2020-06-30,44.2142
2020-06-24,38.8922
2020-04-09,43.9254
2020-04-21,53.7451
2020-04-20,48.3097
2020-04-08,44.3023
2019-12-31,30.4810
2020-06-25,38.0660
2020-06-19,34.5843
2020-01-10,29.9613
2020-08-20,33.1174
2020-11-03,44.4575
2020-11-17,33.7668
2020-01-06,34.6494
2020-03-17,71.2671
2020-03-03,44.0495
2020-04-22,49.3777
2020-04-23,47.1332
2020-03-02,34.2496
2020-03-16,81.1478
2020-06-26,46.6155
2020-01-07,33.0744
2020-01-13,30.8756
2020-11-16,32.9501
2020-11-02,45.6943
