time,iv_30
2020-02-07,20.5113
2020-05-26,25.7495
2020-12-02,27.3343
2020-12-16,26.9968
2020-10-07,38.8771
2020-10-13,37.1418
2020-07-23,36.6830
2020-07-22,35.4356
2020-10-12,37.2367
2020-10-06,40.0756
2020-12-17,26.9468
2020-12-03,26.1996
2020-05-27,26.3066
2020-02-06,19.9583
2020-02-12,18.8519
2020-12-07,26.6085
2020-10-02,38.8817
2020-10-16,37.7404
2020-09-23,37.0625
2020-09-22,34.9601
2020-07-27,34.9763
2020-02-03,33.6895
2020-05-22,25.8717
2020-05-20,25.7915
2020-05-08,24.9458
2020-12-10,27.2858
2020-12-04,26.0869
2020-10-29,42.6184
2020-10-15,38.3125
2020-10-01,38.4239
2020-07-31,27.1311
2020-09-08,41.7411
2020-09-21,35.6784
2020-09-09,37.4490
2020-07-24,35.6209
2020-07-30,32.5730
2020-10-14,37.8067
2020-10-28,44.6645
2020-12-11,28.0321
2020-02-14,17.2653
2020-02-28,42.3682
2020-05-21,27.0490
2020-02-25,30.2987
2020-02-19,17.2411
2020-05-04,30.1770
2020-12-08,25.5663
2020-10-19,38.5807
2020-07-29,33.9977
2020-09-04,44.9264
2020-09-10,36.4656
2020-07-15,41.0632
2020-07-01,33.4233
2020-07-14,40.7448
2020-09-11,33.6702
2020-07-28,34.6044
2020-10-30,39.0929
2020-12-09,27.2305
2020-12-21,27.9583
2020-05-05,28.4984
2020-02-18,18.5242
2020-05-11,25.9984
2020-02-24,26.4203
2020-02-26,29.1944
2020-05-07,27.3747
2020-05-13,31.2542
2020-12-23,26.4607
2020-10-26,41.6173
2020-07-02,32.4849
2020-07-16,40.0289
2020-07-17,36.1732
2020-10-27,40.1806
2020-12-22,27.5015
2020-05-12,27.4051
2020-05-06,28.6949
2020-02-27,37.9280
2020-10-23,38.1507
2020-07-07,35.0212
2020-07-13,40.8132
2020-09-16,33.0618
2020-09-02,37.1854
2020-09-03,48.3996
2021-01-04,34.2387
2020-09-17,34.6257
2020-07-06,34.4223
2020-10-22,38.9074
2020-05-15,28.0743
2020-05-01,31.2203
2020-05-29,25.8414
2020-02-20,18.7967
2020-12-31,27.9930
2020-10-08,39.3865
2020-10-20,39.0340
2020-07-10,38.1761
2020-09-29,37.4224
2020-09-01,35.4499
2020-09-15,32.2458
2020-09-14,33.1859
2020-09-28,37.1516
2020-10-21,39.5597
2020-10-09,37.3375
2020-12-24,0.0000
2020-12-30,27.2898
2020-12-18,28.3179
2020-05-28,26.7661
2020-02-21,21.4402
2020-05-14,30.4269
2020-11-06,27.1101
2020-11-12,28.0400
2020-06-22,27.6906
2020-01-17,22.5391
2020-01-03,18.9242
2020-08-27,35.4263
2020-04-27,36.3507
2020-03-12,66.8215
2020-03-06,45.6965
2020-03-13,47.8277
2020-01-02,18.4770
2020-08-26,33.5834
2020-01-16,0.0000
2020-06-23,28.1883
2020-11-13,27.4491
2020-11-11,27.0571
2020-11-05,29.8936
2020-08-18,25.0948
2020-01-28,25.7671
2020-08-24,29.9740
2020-06-09,27.1973
2020-01-14,22.1513
2020-04-30,28.6991
2020-04-24,38.3534
2020-03-05,42.1504
2020-03-11,50.8885
2020-03-10,42.4737
2020-03-04,29.4667
2020-01-15,22.3680
2020-08-31,35.1120
2020-06-08,24.6293
2020-08-25,29.4084
2020-01-29,25.0438
2020-08-19,26.5869
2020-11-04,30.1976
2020-11-10,27.3027
2020-08-21,28.0705
2020-06-18,29.3073
2020-06-30,34.1841
2020-06-24,31.8818
2020-04-09,38.8557
2020-04-21,46.0682
2020-04-20,42.5166
2020-04-08,39.4496
2019-12-31,18.8054
2020-06-25,31.7121
2020-06-19,28.4899
2020-01-10,23.4995
2020-08-20,26.6531
2020-11-03,35.8692
2020-11-17,25.1010
2020-01-06,22.1006
2020-03-17,66.1205
2020-03-03,36.5919
2020-04-22,42.8213
2020-04-23,40.7403
2020-03-02,32.3166
2020-03-16,74.1282
2020-06-26,37.1055
2020-01-07,22.3983
2020-01-13,23.3556
2020-11-16,24.9032
2020-11-02,36.5926
